ID;Descrizione;PK;x;y;z
Falda;Falda;2125088;1657708.36;8176575.6;30.1
Falda;Falda;2125098;1657699.76;8176570.5;30.11
Falda;Falda;2125108;1657691.21;8176565.31;30.11
Falda;Falda;2125118;1657682.71;8176560.04;30.12
Falda;Falda;2125128;1657674.26;8176554.69;30.13
Falda;Falda;2125138;1657665.85;8176549.29;30.14
Falda;Falda;2125148;1657657.46;8176543.84;30.14
Falda;Falda;2125158;1657649.1;8176538.36;30.15
Falda;Falda;2125168;1657640.75;8176532.85;30.16
Falda;Falda;2125178;1657632.42;8176527.33;30.17
Falda;Falda;2125188;1657624.08;8176521.8;30.17
Falda;Falda;2125198;1657615.74;8176516.28;30.18
Falda;Falda;2125208;1657607.41;8176510.76;30.19
Falda;Falda;2125218;1657599.07;8176505.24;30.2
Falda;Falda;2125228;1657590.73;8176499.71;30.2
Falda;Falda;2125238;1657582.39;8176494.19;30.21
Falda;Falda;2125248;1657574.06;8176488.67;30.24
Falda;Falda;2125258;1657565.72;8176483.15;30.27
Falda;Falda;2125268;1657557.38;8176477.63;30.3
Falda;Falda;2125278;1657549.05;8176472.1;30.33
Falda;Falda;2125288;1657540.71;8176466.58;30.36
Falda;Falda;2125298;1657532.37;8176461.06;30.38
Falda;Falda;2125308;1657524.04;8176455.54;30.38
Falda;Falda;2125318;1657515.7;8176450.01;30.38
Falda;Falda;2125328;1657507.36;8176444.49;30.38
Falda;Falda;2125338;1657499.03;8176438.97;30.38
Falda;Falda;2125348;1657490.69;8176433.45;30.38
Falda;Falda;2125358;1657482.35;8176427.92;30.39
Falda;Falda;2125368;1657474.01;8176422.4;30.39
Falda;Falda;2125378;1657465.67;8176416.89;30.39
Falda;Falda;2125388;1657457.32;8176411.4;30.39
Falda;Falda;2125398;1657448.95;8176405.92;30.39
Falda;Falda;2125408;1657440.56;8176400.47;30.39
Falda;Falda;2125418;1657432.15;8176395.06;30.39
Falda;Falda;2125428;1657423.72;8176389.69;30.39
Falda;Falda;2125438;1657415.26;8176384.35;30.39
Falda;Falda;2125448;1657406.78;8176379.05;30.39
Falda;Falda;2125458;1657398.28;8176373.79;30.39
Falda;Falda;2125468;1657389.75;8176368.57;30.39
Falda;Falda;2125478;1657381.2;8176363.39;30.39
Falda;Falda;2125488;1657372.62;8176358.24;30.4
