SHAPEID;FID;CODE;PK_MIN;PK_MAX;D_MIN;D_MAX
244;94081DJ0131_05_SEN_ind01.pdf;94081DJ0131_05;2126042.06624404;2126228.04568596;-54.0886722525926;120.683633867925
245;94081DJ0122_01_SEN_ind01.pdf;94081DJ0122_01;2126376.65651476;2126476.05073656;-144.357200075765;-76.5324664070715
246;94081DI0027_05_SEN_ind02.pdf;94081DI0027_05;2125493.8482103;2125510.62005308;55.422010935568;73.4819483615167
247;94081BP0126_01_SEN_ind01.pdf;94081BP0126_01;2128131.35833461;2128197.2106594;-106.123845693612;-62.7987510029207
248;94081DI0024_04_SEN_ind01.pdf;94081DI0024_04;2125872.663583;2125938.48888996;-74.0189043567715;-18.9208750234099
249;94081CN0092_02_SEN_ind01.pdf;94081CN0092_02;2127216.27192163;2127267.65940627;-58.6265035813076;-8.68478365162823
250;94081CU0288_01_SEN_ind01.pdf;94081CU0288_01;2128199.23882132;2128248.46073914;57.8811153729738;106.77191862637
251;94081CM0115_04_SEN_ind01.pdf;94081CM0115_04;2127122.41932204;2127168.79641242;-0.863407284801967;57.9326228457788
252;94081DI0005_02_SEN_ind01.pdf;94081DI0005_02;2125729.52854281;2125847.53614561;-87.2963191903107;-11.0003422116227
253;94081BP0203_01_SEN_ind01.pdf;94081BP0203_01;2128345.23781687;2128379.7366719;-80.5952437606292;-10.7914689931374
254;94081CN0096_17_SEN_ind01.pdf;94081CN0096_17;2127377.95503043;2127458.09375076;-78.3471984503057;101.281758724417
255;94081BT0134_03_SEN_ind01.pdf;94081BT0134_03;2127661.02866784;2127677.48529374;-37.5833144553205;-20.1776280848728
256;94081CI0231_01_SEN_ind01.pdf;94081CI0231_01;2126552.23567453;2126592.17283932;-32.3853540588082;-10.1033022299585
257;94081CN0002_02_SEN_ind01.pdf;94081CN0002_02;2127479.35890318;2127545.20210394;10.0551200550144;148.007441299633
258;94081BQ0220_01_SEN_ind01.pdf;94081BQ0220_01;2127755.99804467;2127887.26667669;-107.386482377928;-11.0863690082467
259;94081BT0134_04_SEN_ind01.pdf;94081BT0134_04;2127661.8544808;2127678.36678559;-139.374416017833;-39.0537529245848
260;94081AU0171_01_SEN_ind01.pdf;94081AU0171_01;2128455.21047915;2128516.17537893;34.6295041482184;76.5647723030233
261;94081DI0027_19_SEN_ind02.pdf;94081DI0027_19;2125571.27740954;2125594.67486079;128.99816558772;152.329762478344
262;94081DI0027_20_SEN_ind02.pdf;94081DI0027_20;2125594.80349822;2125618.13797543;113.014118684518;136.307996147244
263;94081CI0178_02_SEN_ind01.pdf;94081CI0178_02;2126527.10928808;2126548.66562547;-56.6747174983731;-49.4703225528781
264;94081AR0207_01_SEN_ind01.pdf;94081AR0207_01;2129075.67034345;2129083.77299895;-4.91915465130412;2.27368425243225
265;94081DJ0131_08_SEN_ind01.pdf;94081DJ0131_08;2126010.86012917;2126022.4165732;-69.1459800617451;-57.0268051999479
266;94081AU0111_01_SEN_ind01.pdf;94081AU0111_01;2128402.01856112;2128419.19476521;-44.7917097755352;-24.1108413401272
267;94081CI0191_05_SEN_ind01.pdf;94081CI0191_05;2126698.41101865;2126728.49742816;6.41780383134896;45.2823567456853
268;94081CN0096_02_SEN_ind01.pdf;94081CN0096_02;2127287.23528962;2127306.97115359;-40.751367439606;-19.6405007509298
269;94081CI0025_01_SEN_ind01.pdf;94081CI0025_01;2126870.02894145;2126878.29096441;77.0845019689375;85.3123717666092
270;94081CN0002_03_SEN_ind01.pdf;94081CN0002_03;2127551.39547981;2127564.16164162;7.56433219715474;15.3454377204658
271;94081CM0025_01_SEN_ind01.pdf;94081CM0025_01;2126949.72550669;2126958.50082616;77.0416522539083;86.5356191602846
272;94081AR0502_02_SEN_ind01.pdf;94081AR0502_02;2129043.3649167;2129051.07529503;-32.1286944637796;-24.9387007784219
273;94081CL0110_02_SEN_ind01.pdf;94081CL0110_02;2126918.47210698;2126926.44100924;145.107109715667;150.277971482979
274;94081DJ0131_11_SEN_ind01.pdf;94081DJ0131_11;2126169.22086728;2126181.17960666;-69.2922468444178;-53.36977948737
275;94081CI0191_08_SEN_ind01.pdf;94081CI0191_08;2126733.37502703;2126745.63732645;-41.5271956125738;-30.3369236715215
276;94081CH0162_01_SEN_ind01.pdf;94081CH0162_01;2126959.14696605;2126970.00211369;-14.1404973002414;-4.30635580656264
277;94081CH0255_01_SEN_ind01.pdf;94081CH0255_01;2127142.88359392;2127154.82996606;-70.3101746181572;-56.7655842097634
278;94081CN0032_02_SEN_ind01.pdf;94081CN0032_02;2127258.29866001;2127272.19278946;-76.7193329249479;-60.2623592253622
279;94081CI0191_02_SEN_ind01.pdf;94081CI0191_02;2126603.55303038;2126684.37540446;-30.687382567252;9.41641271565213
280;94081DJ0131_12_SEN_ind01.pdf;94081DJ0131_12;2126189.189074;2126202.880755;-69.9029570431681;-45.1583852670886
281;94081AR0130_01_SEN_ind01.pdf;94081AR0130_01;2129008.60166561;2129017.70959402;-30.0894396837208;-21.8922301195435
282;94081CH0256_01_SEN_ind01.pdf;94081CH0256_01;2127149.24828956;2127161.18864288;-75.675026278767;-62.1120955737428
283;94081CN0096_03_SEN_ind01.pdf;94081CN0096_03;2127267.67314604;2127286.80937615;-57.9363062362921;-36.9153818714764
284;94081CI0275_02_SEN_ind01.pdf;94081CI0275_02;2126878.30998032;2126884.33185162;59.4559495723244;63.6326640382598
285;94081CI0109_01_SEN_ind01.pdf;94081CI0109_01;2126901.66295463;2126914.5933053;12.1801244663349;25.221747565758
286;94081BP0148_01_SEN_ind01.pdf;94081BP0148_01;2128145.23018092;2128165.00301813;-33.7980401626282;-14.8980216637367
287;94081AR0160_01_SEN_ind01.pdf;94081AR0160_01;2129151.25225488;2129163.21754695;-20.4709105855003;-11.2078328426724
288;94081AS0126_01_SEN_ind01.pdf;94081AS0126_01;2128815.56303414;2128822.06548627;1.51369959018586;11.7462921587095
289;94081AU0047_01_SEN_ind01.pdf;94081AU0047_01;2128631.10542587;2128640.11762465;61.0303852660181;72.5862041166283
290;94081AQ0100_01_SEN_ind01.pdf;94081AQ0100_01;2129311.04892664;2129320.27924128;18.491621127126;27.5834683073703
291;94081AQ0225_01_SEN_ind01.pdf;94081AQ0225_01;2129420.28477612;2129432.24589817;-15.5670804160457;-5.12944354075094
292;94081CH0192_01_SEN_ind01.pdf;94081CH0192_01;2127196.15428304;2127207.02602031;-86.1390160537268;-73.801808899936
293;94081CM0156_01_SEN_ind01.pdf;94081CM0156_01;2126953.24896938;2126958.90231255;156.24877564504;163.544011716661
294;94081AQ0090_01_SEN_ind01.pdf;94081AQ0090_01;2129209.82965229;2129217.63405885;12.3216673318732;20.7217949003363
295;94081CM0024_02_SEN_ind01.pdf;94081CM0024_02;2126942.57972733;2126947.93803765;73.8721712147686;83.3017485787829
296;94081CN0032_01_SEN_ind01.pdf;94081CN0032_01;2127243.40030214;2127260.51037972;-89.3510057316072;-69.8866378100872
297;94081AU0092_02_SEN_ind01.pdf;94081AU0092_02;2128632.16753677;2128640.08705354;16.1729447989935;24.7812422652441
298;94081DJ0088_04_SEN_ind01.pdf;94081DJ0088_04;2126487.80105685;2126495.1095642;-32.4073877472522;-23.1207649674808
299;94081CH0313_01_SEN_ind01.pdf;94081CH0313_01;2126962.80181558;2126974.86557903;-6.27002655446812;4.36505344881708
300;94081CI0190_02_SEN_ind01.pdf;94081CI0190_02;2126555.75588681;2126563.46379334;97.7986451483346;111.761916910354
301;94081DI0027_15_SEN_ind02.pdf;94081DI0027_15;2125449.05435148;2125462.84835811;94.8266880918596;107.216003243187
302;94081CN0096_01_SEN_ind01.pdf;94081CN0096_01;2127308.06229568;2127327.95035636;-24.3091837778434;-3.38706405904011
303;94081AR0452_01_SEN_ind01.pdf;94081AR0452_01;2128955.91785395;2128966.63670879;-11.3508323780555;-0.962531900586235
304;94081AR0340_02_SEN_ind01.pdf;94081AR0340_02;2128933.35151148;2128942.97697599;27.0564907180755;35.6584685937137
305;94081CI0191_06_SEN_ind01.pdf;94081CI0191_06;2126747.67728585;2126785.19876338;30.8769106660593;47.9382960865447
306;94081CI0026_01_SEN_ind01.pdf;94081CI0026_01;2126863.51005985;2126871.30497683;78.5109249098069;86.5477237884677
307;94081AR0413_01_SEN_ind01.pdf;94081AR0413_01;2128971.60814448;2128982.11306578;-20.2893712042558;-8.97531977682533
308;94081AR0503_01_SEN_ind01.pdf;94081AR0503_01;2129058.5853426;2129068.39335247;-25.1518012506407;-8.59340646094986
309;94081AQ0091_01_SEN_ind01.pdf;94081AQ0091_01;2129210.45692919;2129217.56715162;-16.2394472906003;-7.4776436676425
310;94081BP0134_01_SEN_ind01.pdf;94081BP0134_01;2128065.05562766;2128103.33820034;-28.032244528954;-15.9677586425724
311;94081CI0191_09_SEN_ind01.pdf;94081CI0191_09;2126752.74217094;2126761.45450698;-24.4001401733958;-17.5629691917465
312;94081CI0191_03_SEN_ind01.pdf;94081CI0191_03;2126686.98436901;2126717.89443024;-38.0326257271908;1.71844864530915
313;94081AQ0113_02_SEN_ind01.pdf;94081AQ0113_02;2129419.82545898;2129424.76647462;-5.89957873914658;-1.12343633038105
314;94081CI0191_01_SEN_ind01.pdf;94081CI0191_01;2126541.50183049;2126601.09941926;-9.8671824339677;25.6674222306292
315;94081AR0153_01_SEN_ind01.pdf;94081AR0153_01;2129054.20313973;2129065.41209803;5.47269930373889;14.4852139791212
316;94081AQ0225_02_SEN_ind01.pdf;94081AQ0225_02;2129411.47271997;2129417.4350103;-20.2480760918068;-13.3558996156794
317;94081DI0027_10_SEN_ind02.pdf;94081DI0027_10;2125508.76433825;2125522.93069283;108.169047109801;121.539715283552
318;94081AU0033_01_SEN_ind01.pdf;94081AU0033_01;2128691.62156851;2128701.74219151;-0.414983072343518;9.70683741065761
319;94081AU0092_01_SEN_ind01.pdf;94081AU0092_01;2128629.13225073;2128639.84309451;27.9035148289192;39.676135540222
320;94081CN0096_06_SEN_ind01.pdf;94081CN0096_06;2127265.76015749;2127395.28049112;-152.946879924977;-4.30694586855237
321;94081CU0141_02_SEN_ind01.pdf;94081CU0141_02;2127920.40587292;2128010.08534775;40.6832384150523;94.5762272529007
322;94081CN0003_02_SEN_ind01.pdf;94081CN0003_02;2127446.84934704;2127516.92021506;0.599848383532846;137.497089155241
323;94081AQ0097_01_SEN_ind01.pdf;94081AQ0097_01;2129248.32561931;2129276.9382088;-15.9100105316382;29.0392453994322
324;94081AS0357_01_SEN_ind01.pdf;94081AS0357_01;2128769.89896752;2128780.71125583;-11.8507021757181;-1.06595579554108
325;94081AQ0119_01_SEN_ind01.pdf;94081AQ0119_01;2129413.01504654;2129429.29262373;-26.708786892834;-16.6808028542454
326;94081CM0019_02_SEN_ind01.pdf;94081CM0019_02;2126935.92797128;2126944.23686699;112.747940762943;121.140724663631
327;94081AU0032_01_SEN_ind01.pdf;94081AU0032_01;2128685.34476957;2128695.76556506;4.03212115569233;14.6350496427599
328;94081AS0369_02_SEN_ind01.pdf;94081AS0369_02;2128858.64173502;2128864.32244714;-7.38425750897183;-1.25444839508871
329;94081CI0221_01_SEN_ind01.pdf;94081CI0221_01;2126561.46920842;2126577.25622469;-84.517298893961;-51.8597168502486
330;94081CM0021_01_SEN_ind01.pdf;94081CM0021_01;2126953.82476502;2126966.82405068;99.4985108911179;107.839562121402
331;94081AQ0314_01_SEN_ind01.pdf;94081AQ0314_01;2129344.64199162;2129355.20771439;-22.842821544398;-12.4817741704084
332;94081AR0469_01_SEN_ind01.pdf;94081AR0469_01;2129080.49135492;2129092.81211973;-21.1501146172633;-11.2242660135552
333;94081CM0065_02_SEN_ind01.pdf;94081CM0065_02;2126978.80184582;2126988.83224529;125.673202364973;135.240091288543
334;94081CM0020_01_SEN_ind01.pdf;94081CM0020_01;2126934.1153884;2126946.12901896;101.057713628345;114.301770718386
335;94081BP0027_01_SEN_ind01.pdf;94081BP0027_01;2127954.692864;2127996.29837735;-22.0886973118648;-14.1446089964923
336;94081AR0394_02_SEN_ind01.pdf;94081AR0394_02;2129049.99434358;2129053.27958293;0.989305577320252;6.89588692585361
337;94081AS0121_02_SEN_ind01.pdf;94081AS0121_02;2128776.73350938;2128791.43686151;-16.6960323728318;-3.73910266229856
338;94081AS0060_01_SEN_ind01.pdf;94081AS0060_01;2128882.61455133;2128898.37596033;26.003987469681;32.6122842955987
339;94081CI0015_01_SEN_ind01.pdf;94081CI0015_01;2126942.96150871;2126950.61627703;10.600325320898;22.7765759653061
340;94081CH0190_01_SEN_ind01.pdf;94081CH0190_01;2127176.2921681;2127189.60907436;-70.2854823699955;-56.0812603589231
341;94081AR0162_02_SEN_ind01.pdf;94081AR0162_02;2129165.68926397;2129197.49349483;-24.7511078669498;-15.5403610296228
342;94081AR0460_01_SEN_ind01.pdf;94081AR0460_01;2129094.82618587;2129107.40113059;-16.907515940358;-9.27237964521337
343;94081CL0110_01_SEN_ind01.pdf;94081CL0110_01;2126918.58786925;2126930.54085497;147.310296378139;159.951436770712
344;94081BP0027_02_SEN_ind01.pdf;94081BP0027_02;2127953.15387937;2127963.21398424;-101.678351150499;-40.526847838662
345;94081AQ0316_01_SEN_ind01.pdf;94081AQ0316_01;2129338.66045713;2129350.60759702;-33.256782723537;-24.012432404608
346;94081AV0016_01_SEN_ind01.pdf;94081AV0016_01;2128728.8900167;2128741.34597073;-28.8283666406974;-17.6564345004054
347;94081AS0122_01_SEN_ind01.pdf;94081AS0122_01;2128800.36730368;2128812.09487908;7.37816377028394;18.7878876102785
348;94081AQ0104_02_SEN_ind01.pdf;94081AQ0104_02;2129354.1076003;2129364.96904286;20.6587290484128;32.5774924041542
349;94081AS0139_01_SEN_ind01.pdf;94081AS0139_01;2128874.12309491;2128880.63278301;-0.387948681069958;4.98868019766314
350;94081CI0019_02_SEN_ind01.pdf;94081CI0019_02;2126921.58976827;2126935.08963036;25.4573363340872;37.0661515054544
351;94081CM0142_01_SEN_ind01.pdf;94081CM0142_01;2126938.94595166;2126949.81161359;92.9468310975127;100.480034316869
352;94081DI0024_03_SEN_ind01.pdf;94081DI0024_03;2125936.3603995;2126027.36007224;-123.313911838953;-50.0845294422497
353;94081BP0100_02_SEN_ind01.pdf;94081BP0100_02;2128352.64731978;2128388.73658364;-16.1507024702428;52.7997450435345
354;94081CO0175_01_SEN_ind01.pdf;94081CO0175_01;2127596.00927627;2127650.93477385;22.330040390657;179.732179649359
355;94081CU0299_01_SEN_ind01.pdf;94081CU0299_01;2128247.59366519;2128279.98753605;45.3534462648529;115.169450008665
356;94081BP0150_02_SEN_ind01.pdf;94081BP0150_02;2127899.10717224;2127929.80080853;-106.146416606609;-26.04017561132
357;94081AU0171_03_SEN_ind01.pdf;94081AU0171_03;2128531.24965593;2128592.26340459;36.757397809387;119.556229864895
358;94081AU0100_02_SEN_ind01.pdf;94081AU0100_02;2128558.34287647;2128653.69008296;-62.5127749220455;34.179509133085
359;94081AR0161_01_SEN_ind01.pdf;94081AR0161_01;2129186.44979154;2129195.51374093;-15.3939379398203;-6.36332079213158
360;94081AS0369_01_SEN_ind01.pdf;94081AS0369_01;2128842.24414303;2128853.37283283;-12.8113797109182;-1.20421900055585
361;94081DJ0123_01_SEN_ind01.pdf;94081DJ0123_01;2126386.30797661;2126490.94815515;8.11761779744265;49.5033868032994
362;940810X0214_01_SEN_ind01.pdf;940810X0214_01;2128358.77417532;2128393.09639856;93.9359798695903;131.652315495851
363;94081AR0124_01_SEN_ind01.pdf;94081AR0124_01;2128931.18599597;2128946.08030412;6.21601299292612;20.9961180470257
364;94081CI0265_01_SEN_ind01.pdf;94081CI0265_01;2126877.08551853;2126903.06765878;-41.4122477766652;-23.8617335046682
365;94081BT0141_02_SEN_ind01.pdf;94081BT0141_02;2127514.27490399;2127543.48992981;-74.205183372297;-57.6710216064483
366;94081AU0034_01_SEN_ind01.pdf;94081AU0034_01;2128691.70195036;2128715.84597802;-19.1870681952935;-1.0478444325767
367;94081AR0392_01_SEN_ind01.pdf;94081AR0392_01;2129037.93304582;2129046.65491639;14.9406058701622;24.5984276611301
368;94081CI0019_01_SEN_ind01.pdf;94081CI0019_01;2126911.7547558;2126927.96524768;29.6992397268862;50.7359761033786
369;94081CI0275_01_SEN_ind01.pdf;94081CI0275_01;2126889.32775189;2126899.55920591;62.8522158682286;72.1934608607476
370;94081AR0159_01_SEN_ind01.pdf;94081AR0159_01;2129134.03018919;2129144.18090041;-22.3093664249617;-12.5455233691391
371;94081AU0205_01_SEN_ind01.pdf;94081AU0205_01;2128677.38529323;2128690.64789344;-19.0985369923969;-5.26044707414437
372;94081CI0027_01_SEN_ind01.pdf;94081CI0027_01;2126848.94444986;2126857.66290025;80.3254210662633;89.2714797748458
373;94081AR0131_01_SEN_ind01.pdf;94081AR0131_01;2129024.79244438;2129034.13733862;-35.4330730537463;-19.3735520641696
374;94081AR0523_02_SEN_ind01.pdf;94081AR0523_02;2128923.83502636;2128936.38770835;-35.276574353812;-25.1390930810935
375;94081BT0140_01_SEN_ind01.pdf;94081BT0140_01;2127521.95496835;2127560.25535297;-97.4933191021398;-69.419501552817
376;94081AQ0253_01_SEN_ind01.pdf;94081AQ0253_01;2129326.18574043;2129335.91457;6.38193742009235;15.7979510098665
377;94081AS0370_01_SEN_ind01.pdf;94081AS0370_01;2128845.38827813;2128861.882041;-47.8356030678941;-27.6551451095112
378;94081DJ0131_10_SEN_ind01.pdf;94081DJ0131_10;2126110.26523717;2126149.29529753;-78.736591102402;-52.9240999759981
379;94081AU0108_01_SEN_ind01.pdf;94081AU0108_01;2128721.34220247;2128731.99256601;13.193667916929;23.3611078003309
380;94081CM0019_01_SEN_ind01.pdf;94081CM0019_01;2126959.06063663;2126981.65791897;99.4716433630655;115.794752448408
381;94081DJ0131_09_SEN_ind01.pdf;94081DJ0131_09;2126068.271973;2126106.99931914;-63.2113245994897;-39.1146895026612
382;94081AS0162_01_SEN_ind01.pdf;94081AS0162_01;2128796.70619627;2128811.28683462;-34.664301442869;-22.283819023318
383;94081CI0273_01_SEN_ind01.pdf;94081CI0273_01;2126891.94039723;2126901.48503139;69.2584696669589;78.8771594460029
384;94081DJ0088_01_SEN_ind01.pdf;94081DJ0088_01;2126390.25164392;2126452.99586939;-31.3323412221681;-19.1987423519413
385;94081AS0309_01_SEN_ind01.pdf;94081AS0309_01;2128901.9345735;2128917.39680435;23.0120023998856;29.5515731766998
386;94081CM0065_01_SEN_ind01.pdf;94081CM0065_01;2126947.95442043;2126981.66023022;128.311453193718;146.378414089169
387;94081CL0140_02_SEN_ind01.pdf;94081CL0140_02;2126732.28001081;2126904.62548438;95.5950163501177;177.955758117811
388;94081BP0207_01_SEN_ind01.pdf;94081BP0207_01;2127996.06976313;2128026.45047364;-36.3970691272426;-11.1127639533278
389;94081AQ0115_02_SEN_ind01.pdf;94081AQ0115_02;2129404.69529256;2129408.25404427;14.1191368416478;19.6238082709823
390;94081AV0017_01_SEN_ind01.pdf;94081AV0017_01;2128734.91921672;2128747.00762635;-35.0435927599282;-22.8060906887011
391;94081AQ0114_01_SEN_ind01.pdf;94081AQ0114_01;2129408.82462807;2129417.99421332;22.5556322333891;32.7282079904231
392;94081AQ0097_03_SEN_ind01.pdf;94081AQ0097_03;2129257.78309438;2129268.42448536;-16.8919265320892;-10.7698860672105
393;94081CI0110_01_SEN_ind01.pdf;94081CI0110_01;2126905.37186426;2126921.13189118;21.6393993786352;34.5641025712713
394;94081AR0394_01_SEN_ind01.pdf;94081AR0394_01;2129034.12684449;2129044.87565158;-4.23027476864308;6.57552795041625
395;94081CI0021_01_SEN_ind01.pdf;94081CI0021_01;2126922.36725611;2126932.57872387;60.9232068508432;71.4511496838337
396;94081AS0398_01_SEN_ind01.pdf;94081AS0398_01;2128826.84092874;2128838.74191837;-9.06281188201346;7.38178305030567
397;94081AR0456_01_SEN_ind01.pdf;94081AR0456_01;2128945.73579233;2128960.01528081;11.3119413830199;27.4446528512156
398;94081AQ0358_01_SEN_ind01.pdf;94081AQ0358_01;2129340.00119754;2129353.33666793;-12.2899177424326;-0.610647457441289
399;94081AU0014_01_SEN_ind01.pdf;94081AU0014_01;2128714.0461706;2128722.7864483;28.7803891861989;41.2632922457834
400;94081AR0153_02_SEN_ind01.pdf;94081AR0153_02;2129053.27613105;2129059.39107032;-4.917106528152;2.12730358212628
401;94081AR0340_01_SEN_ind01.pdf;94081AR0340_01;2128921.43027675;2128932.83551082;2.61545310568418;16.9867735744975
402;94081AR0132_01_SEN_ind01.pdf;94081AR0132_01;2129024.23280008;2129033.86183531;-19.3918028510129;-7.72407715991292
403;94081DJ0088_03_SEN_ind01.pdf;94081DJ0088_03;2126484.11064596;2126492.98008128;-54.6220290934133;-40.0365889846239
404;94081BT0134_01_SEN_ind01.pdf;94081BT0134_01;2127574.12264807;2127657.45305597;-61.358212927973;-29.4023036387893
405;94081BQ0235_01_SEN_ind01.pdf;94081BQ0235_01;2127692.20304826;2127708.85438311;-59.3508471523587;-14.7935598679316
406;94081CM0156_03_SEN_ind01.pdf;94081CM0156_03;2127107.43341306;2127148.14135879;84.9301809710949;128.463071837775
407;94081CI0175_01_SEN_ind01.pdf;94081CI0175_01;2126515.48400203;2126526.5425832;-63.4552593666539;-53.5803774146654
408;94081AR0523_01_SEN_ind01.pdf;94081AR0523_01;2128924.26994417;2128932.29056879;-21.3667822166479;-12.5402844731561
409;94081CI0191_04_SEN_ind01.pdf;94081CI0191_04;2126677.17194496;2126701.54326899;-1.2550804480023;58.8669876921862
410;94081AQ0123_01_SEN_ind01.pdf;94081AQ0123_01;2129349.15080439;2129357.73491273;-5.71180033153721;5.52500517124366
411;94081CH0254_01_SEN_ind01.pdf;94081CH0254_01;2127111.13261676;2127122.6122082;-52.9800885010482;-41.3026165884763
412;94081DJ0131_16_SEN_ind01.pdf;94081DJ0131_16;2126065.26079226;2126102.54734665;-105.220649526049;-64.6140310991312
413;94081AQ0253_02_SEN_ind01.pdf;94081AQ0253_02;2129323.57589892;2129328.23507656;-2.03471368394926;5.71104213867139
414;94081CH0241_01_SEN_ind01.pdf;94081CH0241_01;2127182.6309901;2127196.20330727;-80.1314979392145;-64.9042649562787
415;94081AS0163_01_SEN_ind01.pdf;94081AS0163_01;2128807.52021273;2128819.08257253;0.645794580812359;14.7425513038064
416;94081CN0092_01_SEN_ind01.pdf;94081CN0092_01;2127261.73959629;2127300.08627567;-9.77574992530161;30.7013578818429
417;94081AR0390_01_SEN_ind01.pdf;94081AR0390_01;2129038.45744705;2129050.5248424;28.613560455176;38.9963248607267
418;94081AQ0115_01_SEN_ind01.pdf;94081AQ0115_01;2129404.09242361;2129410.18953319;21.2978942085832;30.7317575092759
419;94081CU0141_01_SEN_ind01.pdf;94081CU0141_01;2127901.70296188;2127919.17274163;42.6356789467494;65.5595077271393
420;94081CI0277_01_SEN_ind01.pdf;94081CI0277_01;2126863.58543794;2126884.99411868;38.9607977405228;51.9019546031674
421;94081CI0178_01_SEN_ind01.pdf;94081CI0178_01;2126515.73863376;2126525.80018892;-53.9775701864326;-41.850169350756
422;94081AR0148_01_SEN_ind01.pdf;94081AR0148_01;2129176.54025401;2129192.95586331;23.6694619315447;29.0817187577615
423;94081AS0120_01_SEN_ind01.pdf;94081AS0120_01;2128790.01387829;2128803.25222981;8.79649894291312;23.0978926765134
424;94081CI0097_01_SEN_ind01.pdf;94081CI0097_01;2126553.20866628;2126561.52143025;-66.4710817843415;-47.5062977354599
425;94081AR0154_01_SEN_ind01.pdf;94081AR0154_01;2129065.35660383;2129083.77950823;17.8239573795896;28.5045703000218
426;94081AS0380_01_SEN_ind01.pdf;94081AS0380_01;2128744.45852423;2128755.84271814;-15.2068636714645;-4.17016879218145
427;94081AQ0242_01_SEN_ind01.pdf;94081AQ0242_01;2129373.37220007;2129381.15163855;27.0354534189251;39.413957412536
428;94081CM0098_02_SEN_ind01.pdf;94081CM0098_02;2126953.81241509;2126982.94948681;118.994035218648;132.55422627339
429;94081AU0020_01_SEN_ind01.pdf;94081AU0020_01;2128706.42316583;2128716.45180249;14.4963733066338;25.3677542718477
430;94081CH0253_01_SEN_ind01.pdf;94081CH0253_01;2127115.79546802;2127127.44610014;-46.3730625284873;-34.0150166833518
431;94081AR0460_02_SEN_ind01.pdf;94081AR0460_02;2129104.35983972;2129114.05278354;-23.4507877186094;-17.3033733284613
432;94081DJ0088_02_SEN_ind01.pdf;94081DJ0088_02;2126387.96135582;2126457.84499482;-54.6348381788378;-40.218384909939
433;94081AR0397_01_SEN_ind01.pdf;94081AR0397_01;2129005.9243779;2129016.48218402;1.38750787970192;10.4979913668941
434;94081AU0040_02_SEN_ind01.pdf;94081AU0040_02;2128563.80245691;2128625.58899797;-101.522377116417;-6.81256747774473
435;94081CN0002_01_SEN_ind01.pdf;94081CN0002_01;2127535.4167908;2127567.94315104;-10.3843398679618;4.88182709161673
436;94081AQ0116_01_SEN_ind01.pdf;94081AQ0116_01;2129392.02181701;2129405.56868209;13.5963273501188;23.9641115766252
437;94081CI0011_01_SEN_ind01.pdf;94081CI0011_01;2126893.29089953;2126908.09050889;-3.81288934226312;7.98454138686832
438;94081CI0016_01_SEN_ind01.pdf;94081CI0016_01;2126946.94404594;2126956.98731427;18.9421168973189;35.5716318240254
439;94081AQ0190_01_SEN_ind01.pdf;94081AQ0190_01;2129382.7539711;2129396.35650992;2.47186164629634;21.5266297651309
440;94081AR0128_01_SEN_ind01.pdf;94081AR0128_01;2128983.51408178;2128998.01163147;-21.6389061455323;-11.7592832134113
441;94081CM0018_01_SEN_ind01.pdf;94081CM0018_01;2126940.79064494;2126951.53233287;121.282434957424;133.134822251682
442;94081AR0157_01_SEN_ind01.pdf;94081AR0157_01;2129113.03980339;2129122.82137388;-23.6432840500271;-13.2920941791786
443;94081BT0141_01_SEN_ind01.pdf;94081BT0141_01;2127542.06077341;2127573.41485315;-70.5948941497434;-46.3948002251797
444;94081CN0003_01_SEN_ind01.pdf;94081CN0003_01;2127495.88149831;2127522.90358382;-29.0588619240045;-2.43260011286732
445;94081AR0289_01_SEN_ind01.pdf;94081AR0289_01;2128914.53372299;2128925.7448695;-17.4254259056856;-9.06215343355495
446;94081AR0150_01_SEN_ind01.pdf;94081AR0150_01;2129182.17901624;2129196.75312065;-0.399902162207009;8.33019699633818
447;94081CM0024_01_SEN_ind01.pdf;94081CM0024_01;2126946.60769369;2126953.76747614;84.8759061326091;97.1071539812269
448;94081AQ0098_01_SEN_ind01.pdf;94081AQ0098_01;2129286.21238693;2129296.55599446;-13.4959403067089;3.37724381546712
449;94081CM0115_05_SEN_ind01.pdf;94081CM0115_05;2127177.9536835;2127201.99096033;-35.0862401096919;-12.1414100768778
450;94081DI0027_16_SEN_ind02.pdf;94081DI0027_16;2125471.94392902;2125481.83283173;120.332248380024;129.7309053393
451;94081DI0027_13_SEN_ind02.pdf;94081DI0027_13;2125461.24781875;2125474.07475538;78.7186544973938;91.0570873421971
452;94076AZ0014_01_SEN_ind01.pdf;94076AZ0014_01;2129996.68351715;2129999.89088721;-20.0478996523172;-16.003661184867
453;94076AZ0075_01_SEN_ind01.pdf;94076AZ0075_01;2129887.04455923;2129908.86438116;-10.580348779792;0.364311003958215
454;94076AZ0090_02_SEN_ind01.pdf;94076AZ0090_02;2129745.55688498;2129754.39735206;-39.2341588724897;-28.0999393929169
455;94076AZ0013_01_SEN_ind01.pdf;94076AZ0013_01;2129989.00192005;2129993.71665121;-36.5460891999495;-30.0468253097741
456;94076AZ0074_01_SEN_ind01.pdf;94076AZ0074_01;2129908.72700417;2129918.80170618;-17.091625739608;0.364311003958215
457;94076AZ0073_01_SEN_ind01.pdf;94076AZ0073_01;2129892.18864912;2129907.84274729;-27.0251922054992;-17.0109967537399
